@RELATION "Circles500.arff"

@ATTRIBUTE x0 NUMERIC
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE class NUMERIC

@DATA
0.8381491604530907, 0.20063527951285065, 0
0.5029719091728289, 0.0589546692810651, 0
0.7178730424433013, 0.8064750139188936, 1
0.7768516631042384, 0.8613796431243854, 0
0.11951983157615305, 0.5024182121594132, 1
0.5412644945817393, 0.9271981426470586, 1
0.17150753034819657, 0.8206142556382303, 0
0.8442672082474689, 0.4902115119032796, 1
0.1894122807025053, 0.14235434499768437, 0
0.04892225852603148, 0.49004005757677427, 0
0.4965040610153628, 0.11852725120469022, 1
0.9187290380481307, 0.7059069513282291, 0
0.9321392206214295, 0.524902456914019, 1
0.6983092109399915, 0.20572496169941767, 1
0.7638527665781721, 0.15483447762597405, 0
0.0808001045585455, 0.32460177541623864, 0
0.6751559953827283, 0.9452714944860255, 0
0.24299497806937043, 0.25758436132150825, 1
0.1358908416869169, 0.6569454176206351, 1
0.7783822010380235, 0.19395442107540398, 0
0.1801097383455646, 0.4759821395254109, 1
0.13928282033829267, 0.5359499354782362, 1
0.1690558041362764, 0.6276743373986433, 1
0.40826899917061593, 0.0300519476749555, 0
0.6271321287856912, 0.16192214285405981, 1
0.1471429816557973, 0.23261423030165465, 0
0.7007600876569173, 0.9125280294197499, 0
0.1599526810021265, 0.8101547552350028, 0
0.035521949817997764, 0.5410960625163846, 0
0.8397309037626093, 0.5669357312624128, 1
0.41624566058342416, 0.9821869666236747, 0
0.6881249058580479, 0.17444122794509212, 1
0.41063460149779324, 0.16504210506318764, 1
0.08319495020129726, 0.6062855117155357, 0
0.039995951250729876, 0.49518282550812437, 0
0.8543816654678958, 0.6336902065146357, 1
0.2641611937350653, 0.29860345358644297, 1
0.5205258681108453, 0.042916836766686145, 0
0.5025824309622526, 0.03562912494609891, 0
0.3173980208324426, 0.09721056317671405, 0
0.2591410094654723, 0.7763420011664579, 1
0.3029924340996915, 0.1947617262894379, 1
0.9280418130480872, 0.6822008301660333, 0
0.028537843837464844, 0.6131613323574272, 0
0.5787620919852933, 0.12566604379783716, 1
0.7668980632710708, 0.2602890393755911, 1
0.1857940659947131, 0.8110668193885795, 0
0.2965405570690519, 0.8245369366650589, 1
0.3917018744048255, 0.20285035044247937, 1
0.6357487315865126, 0.8596232941318578, 1
0.7040414171889554, 0.22550474514309252, 1
0.7663705165129585, 0.26713875122729136, 1
0.1386879802714875, 0.7734760357647213, 0
0.07114434567212104, 0.5379705016277644, 0
0.2789350379374189, 0.2705381240733955, 1
0.11628981233967983, 0.5977006811136525, 1
0.48037388020803845, 0.15073226724000635, 1
0.13500335762676277, 0.7785504160024148, 0
0.774695607757009, 0.18799391788331485, 0
0.8627238963783836, 0.48780036892969886, 1
0.8328412826424864, 0.3989144543183481, 1
0.6801573801032713, 0.7812993264788041, 1
0.7201593705855048, 0.10476120237635077, 0
0.12367318061513077, 0.5192766997296125, 1
0.21632186117606486, 0.6790161692747205, 1
0.6473389376159797, 0.8261310424168417, 1
0.06502198385161202, 0.2947850798887735, 0
0.894628431818875, 0.6551098834459291, 0
0.7946152964687442, 0.8628289421001757, 0
0.9189646428049014, 0.3439466209150212, 0
0.8300740961865991, 0.66070948559694, 1
0.20818120659344788, 0.12266871834556498, 0
0.6216218933747244, 0.2103334106147642, 1
0.2779266793078065, 0.8153144393143537, 1
0.7646227432799731, 0.2727360526408708, 1
0.599978529067556, 0.8534685302777582, 1
0.8002632046009764, 0.7518769443142651, 1
0.25381756533614097, 0.7995868328466873, 1
0.9408533457563515, 0.44106045652001125, 0
0.39676005927631863, 0.16596522021789484, 1
0.22043563882953363, 0.7828789675086214, 1
0.49965617100530263, 0.8737960993482039, 1
0.20304541104094226, 0.2948555743522185, 1
0.8285626509132576, 0.7939563918500319, 0
0.7734379333350087, 0.6851608786163015, 1
0.1584001388535225, 0.5410411812572514, 1
0.37472645185368886, 0.18890866867311074, 1
0.07106520891881653, 0.6485092390662364, 0
0.872911906103031, 0.19804901214293205, 0
0.14998417384582877, 0.5263145237965031, 1
0.764625501675142, 0.756416735030383, 1
0.27131957158415454, 0.10123841134691627, 0
0.7852107456145978, 0.7306130431445955, 1
0.09567575026175398, 0.692196381611165, 0
0.2198539622646924, 0.2653378696532989, 1
0.32184389822460185, 0.17883010635649824, 1
0.20236505864686652, 0.7428652457554471, 1
0.9338468917380552, 0.49810485691659245, 0
0.22372255631304944, 0.19989579109787634, 0
0.06806429792328496, 0.7318433387556083, 0
0.9658592273489401, 0.6163215443251792, 0
0.5673166914623058, 0.9061766038125852, 1
0.3015991019571467, 0.22349950510990546, 1
0.26989915910130463, 0.21718255429709798, 1
0.7084776259831104, 0.12091159927820919, 0
0.6402353807420764, 0.9538330762511561, 0
0.8116964639013209, 0.6936729596153567, 1
0.135781305831999, 0.47559994956235946, 1
0.8590514998785527, 0.5422367907654139, 1
0.720144512625773, 0.22422053163207442, 1
0.05595446211965104, 0.5508711804947735, 0
0.1118916151992344, 0.8029476557845914, 0
0.474132021641721, 0.8497570210646122, 1
0.16979086613984581, 0.647983382390179, 1
0.8713664791023161, 0.25705760690169815, 0
0.1322446600249486, 0.6004251009891242, 1
0.9846299902201571, 0.42044835077173476, 0
0.19749367197564446, 0.6676475008457446, 1
0.873285869138588, 0.7840485019730817, 0
0.2087383104530553, 0.1896668943260786, 0
0.29479976739123004, 0.18947123844641217, 1
0.8456371529893418, 0.5778152493768838, 1
0.24204283663486958, 0.23531979610525056, 1
0.6877446964126589, 0.8320640538106813, 1
0.6106120296812121, 0.15390710075667924, 1
0.34194065903065524, 0.8523310463488908, 1
0.8954067977211342, 0.38525554665912964, 0
0.45483915285066795, 0.9022688209537278, 1
0.08033040661495186, 0.4707411803529141, 0
0.8687366360896728, 0.18618788081895443, 0
0.23313632624530436, 0.8490702192552021, 1
0.507213096784437, 0.9282769203813522, 0
0.1779315069746061, 0.46914409292987097, 1
0.43999422184888437, 0.9567987033036519, 0
