0,0.0294117647058824,1,0.0549450549450549,1,1,0.666666666666667,1,0,0.857142857142857,1,0.333333333333333,0,1,0,0,0,1,0,0,1,0,0,1,-1
0.333333333333333,0.647058823529412,0.5,0.318681318681319,0,0.5,0.333333333333333,0.333333333333333,0,0.0535714285714286,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1,0.117647058823529,1,0.104395604395604,0,0.75,0.666666666666667,0.666666666666667,0,0.535714285714286,1,0,1,0,0,0,0,1,0,0,1,0,1,0,-1
0,0.558823529411765,0.5,0.423076923076923,0,0.75,0.666666666666667,1,0.333333333333333,0.464285714285714,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1
0,0.294117647058824,0.75,0.258241758241758,0,0.5,0.666666666666667,1,1,0.607142857142857,1,0.333333333333333,1,0,0,1,0,1,0,0,0,0,0,1,1
1,0.470588235294118,0.5,0.489010989010989,1,0.5,0.666666666666667,1,1,0.285714285714286,1,0,1,1,0,0,0,1,0,0,0,0,1,0,-1
1,0.294117647058824,0.5,0.142857142857143,0.5,1,0.666666666666667,1,0.333333333333333,0.607142857142857,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
0.333333333333333,0.470588235294118,0.5,0.368131868131868,0,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.285714285714286,1,0,0,1,0,0,1,1,0,1,0,0,0,0,-1
1,0.117647058823529,0.5,0.159340659340659,0.75,0.75,0,1,0,0.75,1,0,0,0,0,0,0,1,0,0,1,0,1,0,-1
0.333333333333333,0.382352941176471,1,0.274725274725275,0,0,1,0.333333333333333,0.666666666666667,0.160714285714286,1,0.333333333333333,0,0,0,1,0,1,0,0,1,0,0,0,1
0.333333333333333,0.117647058823529,0.5,0.0604395604395604,0,0.25,0.333333333333333,0,0.666666666666667,0.107142857142857,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
0,0.647058823529412,0.5,0.225274725274725,0,0.25,0.333333333333333,1,0.333333333333333,0.0892857142857143,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
0.333333333333333,0.117647058823529,0.5,0.0769230769230769,0,0.5,0.333333333333333,0,0.666666666666667,0.0535714285714286,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
0,0.294117647058824,1,0.0549450549450549,0,1,0.666666666666667,1,0.666666666666667,0.732142857142857,1,0.333333333333333,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0.161764705882353,0.5,0.0659340659340659,0,0.5,0.333333333333333,1,0.666666666666667,0.160714285714286,1,0,0,0,0,1,0,1,0,1,0,0,0,1,-1
0,0.294117647058824,0.5,0.0604395604395604,0.25,0.5,0.333333333333333,0.333333333333333,0.666666666666667,0.232142857142857,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
1,0.294117647058824,1,0.120879120879121,1,1,0.666666666666667,1,0.333333333333333,0.607142857142857,1,0.333333333333333,0,0,0,0,0,1,0,0,1,0,0,1,-1
0,0.382352941176471,0,0.434065934065934,1,0.25,0.666666666666667,0.666666666666667,0.666666666666667,0.107142857142857,0,0.666666666666667,0,0,0,0,0,1,0,0,1,0,0,1,-1
0.333333333333333,0.294117647058824,0.5,0.681318681318681,0,1,0.333333333333333,0.333333333333333,1,0.446428571428571,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
1,0.294117647058824,0.5,0.175824175824176,0.5,1,0.666666666666667,0.333333333333333,0.666666666666667,0.214285714285714,1,0,1,1,0,0,0,1,0,0,1,0,0,1,-1
