@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute classes numeric
@data
?,0.411616356096915,0.542099951885237,0.645072062599442,0.612184805883184,0.315031956200355,0.620576003199433,0.512493075101032,0.810386047612484,0.24302127781896,-1
?,0.372609842093737,0.501810287533285,0.758572515278486,0.792210818415518,0.313615500904703,0.623755790640606,0.507944223357512,0.502124919649053,0.501392447625722,-1
?,0.816432181504864,0.833461015642823,0.154671371695969,0.236718040922007,0.407587713290077,0.468201248550695,0.416540482499222,0.960120765887235,0.59768752570528,-1
?,0.349211442304488,0.433746414975181,0.820606107851755,0.804589450837013,0.314546034134858,0.570629941010453,0.515218704965473,0.571289677718804,0.321649075933803,-1
?,0.508200247981804,0.671853927121333,0.575129926745793,0.593184386100295,0.282655987458869,0.632050285826547,0.590373398847998,0.462792315019731,0.772772016199412,-1
?,0.450045706858194,0.613724763187494,0.496489978693774,0.523307298279142,0.338323788746037,0.657723280611681,0.559200530297551,0.433453603260835,0.56330276220229,-1
?,0.422458330955128,0.643448232825843,0.508646719356517,0.549698997850512,0.296246447317953,0.648789775846736,0.561202626497198,0.466478162815887,0.527708528566828,-1
?,0.392201128429897,0.513006556657394,0.672693945293949,0.635284351968233,0.316953076155967,0.617848416333246,0.52616399871729,0.294023142610498,0.561513399742926,-1
?,0.579148905148145,0.847504638267214,0.257580912773723,0.318704807585412,0.400678166180447,0.731148691196823,0.645708040297014,0.468039911186918,0.582006878094076,-1
?,0.404892318855695,0.521574587112147,0.595382277244143,0.60355600556598,0.312113003475386,0.658930785948455,0.516437383488656,0.53078921970121,0.289712208510527,-1
?,0.502827591736237,0.707322151491568,0.502658036692522,0.510712497153158,0.2559826084419,0.682975121952075,0.595381102109499,0.563541911936593,0.715535586982927,-1
?,0.415349350745744,0.473444887866978,0.756969324970249,0.716227969821224,0.312481217691045,0.57049522803854,0.489861584976838,0.585187176713809,0.418036158161794,-1
?,0.460410768773421,0.645945727671995,0.4726118991897,0.503159036331686,0.270445150320249,0.545758207756169,0.496644032584161,0.241708834954155,0.448816121653879,-1
?,0.379999561119015,0.493915025453822,0.710892416476398,0.662275895791576,0.271730806886348,0.543243741021328,0.51255114444568,0.819880804821673,0.14097635899191,-1
?,0.519429435836986,0.678948337807027,0.709514559755589,0.667957567118414,0.301829068881845,0.522545127968553,0.608499848475304,0.537957991976615,0.799971043149594,-1
?,0.458770362333322,0.536312527014109,0.566103318723182,0.581064249793991,0.305576918502945,0.621790700244343,0.567892266848341,0.849386326127882,0.518309385877848,-1
?,0.425012200851952,0.622897361984119,0.544540141813266,0.560588814502913,0.283376235863107,0.548692775490659,0.563117877918017,0.217347031921471,0.474719604396154,-1
?,0.411868890716586,0.57934594254481,0.597857371211086,0.604439828796911,0.337402985062186,0.640492298733031,0.500580563827413,0.803012342951544,0.227930996128236,-1
?,0.433301676492863,0.684679152245616,0.497729233834864,0.548095839764734,0.336691547341692,0.64179259464551,0.561743656507383,0.544490243296751,0.45380905269455,-1
?,0.408582495845084,0.540020393338764,0.569093724735598,0.577704476602068,0.301577774845353,0.647261800979125,0.565950573136655,0.421717243955439,0.532839947831608,-1
?,0.665693094806902,0.799775224738141,0.257787537008596,0.331493776063155,0.235221390448098,0.708789495194711,0.689349745181865,0.644576695739126,0.649302578090283,-1
?,0.454616201734403,0.712367900523829,0.49070662062989,0.570483099677788,0.233362898218826,0.683389785318742,0.484996721933647,0.371917561369897,0.679654456440267,-1
?,0.426434346987651,0.643402265460435,0.461755131013198,0.479943937376021,0.234588121824303,0.730394965102675,0.572555701852283,0.373547149110324,0.6253343508563,-1
?,0.342945547961384,0.43289333544157,0.835518265990081,0.802285089809432,0.3096580104854,0.604680047921333,0.528468366594884,0.825291075497719,0.205196519066218,-1
?,0.491952946727445,0.607815313279918,0.573848438140503,0.589796946014616,0.270622538501953,0.698940538606317,0.5043501457048,0.456954195750608,0.748980326298504,-1
?,0.498622255856493,0.744140736127983,0.352401347219063,0.39930780011565,0.243880993797026,0.738980636764363,0.481785798260357,0.423760461456238,0.664168773258118,-1
?,0.436920571378666,0.539869213439999,0.626398570511847,0.619177745037648,0.310418648063665,0.622912080491001,0.558959698060147,0.961990086440386,0.294250004191855,-1
?,0.434185414098091,0.551935902911169,0.676518512183611,0.639940690795663,0.29681854277642,0.614743352493681,0.503455774101954,0.73038653295412,0.19924438309505,-1
?,0.354040635025338,0.372152736175183,0.786766084015637,0.756644071702088,0.317322859652054,0.557644171822186,0.512344531643515,0.727914799432015,0.462474364735832,-1
?,0.43653517400528,0.516525286167988,0.622382212606286,0.612432203276441,0.317679254507428,0.553359492440813,0.570876875620389,0.346139006805127,0.305690296208914,-1
?,0.480603001536404,0.704598607401613,0.43942780508838,0.489255375659574,0.319428498805723,0.650404402027009,0.486617997297183,0.697138024594417,0.374499751260478,-1
?,0.485388653108646,0.724820111244989,0.538711408154823,0.583864105905301,0.298099316120536,0.701848619805964,0.471294689739899,0.238781263549613,0.798663244839043,-1
?,0.411286826008058,0.5978646982543,0.584803849713312,0.583996930592583,0.303299660332029,0.602708818262027,0.564806036723157,0.558688568748415,0.40152336702826,-1
?,0.435761473493222,0.60176356664089,0.597762350233143,0.601147216157286,0.278083551354888,0.54129952411941,0.563474848844718,0.682907552387842,0.489461133378303,-1
?,0.512178944868635,0.665862018612742,0.43676924686837,0.464792147832597,0.233954549485738,0.657532612642321,0.560515904649099,0.350303674214922,0.64484385779018,-1
?,0.535746136173201,0.771609489923468,0.36428856531413,0.406492061952907,0.341967077216746,0.732857511212925,0.575617304353619,0.65398793187565,0.600985671764356,-1
?,0.447718519704306,0.64587719129041,0.478130027114081,0.494239672442748,0.287470995989781,0.648228120982072,0.509898360500195,0.452145350598563,0.423543664014624,-1
?,0.470703836287349,0.645099649300711,0.502992467505268,0.548679619407021,0.293748150601889,0.642325482677631,0.569469212488953,0.710826440163998,0.353513988545135,-1
?,0.410968296649086,0.555569032934417,0.584318813907348,0.570483099677788,0.297763150880583,0.627765080222627,0.525702814055996,0.396796103023777,0.446347460860114,-1
?,0.531556831186348,0.730545875694258,0.504661552396019,0.522209640583016,0.24304565107433,0.656711530062217,0.465644853591369,0.458144167132717,0.799549184437446,-1
?,0.471018671051826,0.724858263250305,0.487275067934995,0.528744512681393,0.242501153083762,0.547912212046637,0.577769240201511,0.276378172481306,0.660219386963598,-1
?,0.369248899829644,0.416339219463383,0.797756490263667,0.750027094258022,0.287125961530944,0.590768477866203,0.518870333486543,0.909994437305388,0.431777310910344,-1
?,0.434243459522069,0.509747558436546,0.630843539166981,0.641096863521661,0.31825011311126,0.617473044250054,0.573014034893973,0.670751610891518,0.53554252711502,-1
?,0.362032034579627,0.325739349147288,0.93247049334788,0.818692716303565,0.302237747522445,0.586293656738017,0.503033475162523,0.93185384492144,0.30217067471683,-1
?,0.4501872895935,0.726191609722366,0.460547683372753,0.481011668133417,0.342357647031666,0.674035302516572,0.484539166606394,0.451121376855351,0.556766760986532,-1
?,0.404620194901862,0.471694406539956,0.752985964327702,0.757184081865229,0.283833235267038,0.610087686217004,0.554748374382398,0.46667546008399,0.179017013297714,-1
?,0.475446830824235,0.659430839304746,0.502100195110855,0.513623041779192,0.324584630616405,0.622058898335558,0.57582417639393,0.483765945675438,0.46822128754127,-1
?,0.364088028578295,0.30484133301516,0.907449701371872,0.865327148245734,0.301291954952356,0.57101566213706,0.516654884292942,0.821461667780571,0.428888791303716,-1
?,0.483293892353228,0.728676636021749,0.487619226176517,0.512655613419931,0.262057391970828,0.677828314631969,0.585043721809472,0.308370543231931,0.680259700065551,-1
?,0.400471617287805,0.510144324467661,0.679817064986743,0.653389309072728,0.293560613880941,0.615713005239423,0.506894568105361,0.562765994560316,0.440382611250226,-1
