3.764736949585559267e-01,4.005227101213889584e-01,2.000000000000000000e+00
4.243106870003753306e-01,1.736130809834606492e-01,1.000000000000000000e+00
4.742693805076423352e-01,5.189502269912412702e-01,2.000000000000000000e+00
5.731535470917281661e-01,6.909849392191926842e-01,2.000000000000000000e+00
2.224895580449784416e-01,2.998602012281934015e-01,2.000000000000000000e+00
4.202209218912262290e-01,7.838758108530443636e-01,0.000000000000000000e+00
5.111504707701054473e-01,4.321148519409416244e-01,2.000000000000000000e+00
4.141295278689889336e-01,3.002971569971441546e-01,1.000000000000000000e+00
8.679746133794793428e-01,6.293052175874442877e-01,2.000000000000000000e+00
6.180880622536254476e-01,5.497376246163865332e-01,2.000000000000000000e+00
6.477327547885737280e-01,6.716212786539411672e-01,2.000000000000000000e+00
4.844315248802353313e-01,4.311555691305629656e-01,2.000000000000000000e+00
4.158939314499962014e-01,6.199206804200128040e-01,2.000000000000000000e+00
3.039126584878765747e-01,1.812613658878130807e-01,2.000000000000000000e+00
5.000919896838206258e-01,7.145077180543853990e-01,0.000000000000000000e+00
4.010209725123715652e-01,1.687796287140134743e-01,1.000000000000000000e+00
4.545371939082683554e-01,7.345398834094511997e-01,0.000000000000000000e+00
4.524052777213498633e-01,1.107436436483873188e-01,1.000000000000000000e+00
5.813645460188039404e-01,3.973834242746365764e-01,2.000000000000000000e+00
4.203070911668689846e-01,9.057722090313979901e-02,1.000000000000000000e+00
3.784089311371761633e-01,8.205243058934021949e-01,0.000000000000000000e+00
4.772100979171778334e-01,8.356017983445748754e-02,1.000000000000000000e+00
5.513126669511865252e-01,5.864894204297828040e-01,2.000000000000000000e+00
6.512712291765011541e-01,6.138224802266443181e-01,2.000000000000000000e+00
4.802712943251316591e-01,1.001590602477517994e-01,1.000000000000000000e+00
4.752986397992998158e-01,1.913799492383178313e-01,1.000000000000000000e+00
3.901579969302224615e-01,6.876196762296615805e-01,0.000000000000000000e+00
5.871935753563274352e-01,5.927816480043568426e-01,2.000000000000000000e+00
5.842864422895005516e-01,6.684856081750886192e-01,2.000000000000000000e+00
4.718533421804135819e-01,5.293287276546675413e-01,2.000000000000000000e+00
3.341066676416321601e-01,8.559744300387405191e-01,0.000000000000000000e+00
3.708753895528676958e-01,3.269790214256619587e-02,1.000000000000000000e+00
4.088446240676459897e-01,1.603591427658541957e-01,1.000000000000000000e+00
2.444050440687678960e-01,3.860751500231135447e-01,2.000000000000000000e+00
5.118508552689373658e-01,8.142724011349183888e-02,1.000000000000000000e+00
3.763995835561763648e-01,2.493143400220178829e-01,2.000000000000000000e+00
5.301067286293208447e-01,2.032523964738182642e-01,1.000000000000000000e+00
4.265922335837240009e-01,7.042109589754306231e-01,0.000000000000000000e+00
3.785887640288215228e-01,2.969728599060794116e-01,1.000000000000000000e+00
5.691450198087260048e-01,5.049905453095866470e-01,2.000000000000000000e+00
6.211430607866743614e-01,5.203972571037667194e-01,2.000000000000000000e+00
5.690054787673605174e-01,5.904221159636914296e-01,2.000000000000000000e+00
4.657662414744655477e-01,5.863455804773943791e-01,2.000000000000000000e+00
5.326436619122347782e-01,6.372993159835237398e-01,2.000000000000000000e+00
4.536603855777671668e-01,4.304286727162489612e-01,2.000000000000000000e+00
3.994554701025412324e-01,7.687627317427582208e-01,0.000000000000000000e+00
2.776383731251300668e-01,3.864854345585973516e-01,2.000000000000000000e+00
3.948091428971853278e-01,6.461368061076208646e-02,1.000000000000000000e+00
4.668789670963196525e-01,4.274646624557851271e-01,2.000000000000000000e+00
9.063896077080025870e-01,8.538948724657350331e-01,2.000000000000000000e+00
4.735854007691571721e-01,5.420551161858446765e-01,2.000000000000000000e+00
4.379345060754511465e-01,1.919757100105880798e-01,1.000000000000000000e+00
4.268536332249767140e-01,2.079194334365283559e-01,1.000000000000000000e+00
4.571457340920329626e-01,1.957652891795717276e-01,1.000000000000000000e+00
5.082074482297830320e-01,2.322665049544312410e-01,1.000000000000000000e+00
5.779055653272805460e-01,2.775362258672727234e-01,2.000000000000000000e+00
6.619617657853562598e-01,4.978237966141242921e-01,2.000000000000000000e+00
6.138281824117592933e-01,5.141134737838105595e-01,2.000000000000000000e+00
4.190849279014676743e-01,7.439026086702201779e-01,0.000000000000000000e+00
4.752153314172415932e-01,5.350094099720033025e-01,2.000000000000000000e+00
4.058164479233279942e-01,1.649379875273512819e-01,1.000000000000000000e+00
2.840704583227401936e-01,3.916859821114319629e-01,2.000000000000000000e+00
4.921450744412199096e-01,1.350755468812654507e-02,1.000000000000000000e+00
4.811299319090786564e-01,5.903528867163023719e-01,2.000000000000000000e+00
5.476215519751124194e-01,5.858377005955031080e-01,2.000000000000000000e+00
4.341896693474529556e-01,1.737736208603458399e-01,1.000000000000000000e+00
4.656909182781811540e-01,6.302209587772091004e-02,1.000000000000000000e+00
5.316017014607462565e-01,3.851054110670464881e-01,2.000000000000000000e+00
4.383995844703679756e-01,1.794475909628045485e-01,1.000000000000000000e+00
3.627001298470290958e-01,8.853677382172711052e-01,0.000000000000000000e+00
4.665432572647451592e-01,8.384381254443544484e-02,1.000000000000000000e+00
3.252304255829611135e-01,7.497506533876864276e-01,0.000000000000000000e+00
6.390143782010423434e-01,4.616614528946656471e-01,2.000000000000000000e+00
4.177411396552165312e-01,4.714906440386454900e-01,2.000000000000000000e+00
