@RELATION "funnychess.arff"

@ATTRIBUTE x0 NUMERIC
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE class NUMERIC

@DATA
0.22257489574501457, 0.7919285528675903, 1
0.1836118591704025, 0.47838326045338697, 0
0.3023328622638885, 0.7989233328716343, 1
0.6947021543799726, 0.5567096055123476, 0
0.7936592262750994, 0.7389476574291743, 2
0.6718248809897642, 0.992151452687158, 2
0.8420206041033241, 0.6320731582737215, 2
0.748995445170162, 0.49259400777091367, 2
0.7744992734576615, 0.44037950096047496, 0
0.7220943340580982, 0.39579880892784053, 2
0.3322146915667789, 0.6613341650610742, 1
0.16780265615013196, 0.5477449985483751, 1
0.8216950164104821, 0.4276211797777843, 0
0.24229532026215028, 0.06272566614484322, 1
0.29305804178427936, 0.4304032528862035, 1
0.3992561055831841, 0.49655359967902146, 0
0.6796270435500453, 0.9661407920386108, 2
0.17806060284502076, 0.778636295992281, 1
0.671300937122859, 0.3726564314572548, 2
0.35208875536317896, 0.1211815793709295, 0
0.6539729051307013, 0.1981462939114387, 0
0.7448582030608036, 0.5495391174508483, 0
0.1688627307417293, 0.7381386224999577, 0
0.30953973561694176, 0.6201460744514848, 0
0.733243186833963, 0.4571239233256973, 0
0.2631253619984253, 0.027093136595409354, 0
0.19088971557310422, 0.43565130448464684, 1
0.8575890761296276, 0.32157714623217964, 0
0.30717498888969397, 0.551667159822295, 1
0.38275608257595956, 0.8477753165760873, 0
0.31118106637039367, 0.7247141380140735, 0
0.6280865618209065, 0.7965807939724696, 0
0.3317745866690625, 0.9829767733183576, 0
0.2447262722370328, 0.011659628947857527, 0
0.29757578558906095, 0.677000531173719, 1
0.419227595241549, 0.32094298244127595, 1
0.6713161958168801, 0.9703643383606858, 2
0.7116147062781408, 0.01961031138129107, 2
0.800782148242596, 0.4982168920325993, 2
0.21889628458318788, 0.7876558790344229, 1
0.21731365124570026, 0.8399864786394723, 0
0.24313693313280665, 0.6088455062866844, 0
0.367373940965277, 0.43270986370866266, 1
0.2347155558614283, 0.8650164351684986, 0
0.09725336923435514, 0.26697727790497666, 0
0.7815173614579679, 0.867953975226587, 2
0.2108916524488207, 0.9710920517434538, 0
0.2389035151645683, 0.9199015459166517, 1
0.7842598946630401, 0.6753754741370341, 0
0.20419766765941957, 0.9717951868437971, 0
0.26752496920421204, 0.9100679285398936, 1
0.7943794794325983, 0.5662508766890968, 0
0.25198679421589093, 0.9942774140824757, 0
0.609148179112748, 0.5332899147812903, 0
0.7808976317029228, 0.5410366371572698, 0
0.594200698345402, 0.6700360571563712, 0
0.25158572526439316, 0.33607068549727503, 1
0.1789915542989712, 0.9642559404172784, 0
0.8006294315218444, 0.8044206769470118, 0
0.31877222930933446, 0.5007218881705952, 0
0.7146730896126267, 0.02698078512540633, 2
0.6170398488797023, 0.18333050087867037, 0
0.2563401146228504, 0.49560879366609056, 0
0.8385554932728576, 0.3008546006470605, 0
0.3332462824282526, 0.4370771754953291, 1
0.26886742517739437, 0.6751826432547569, 1
0.7714891936428138, 0.6122774352531137, 2
0.7642133322723886, 0.9205334551006669, 0
0.35084398858177673, 0.6759898761203476, 1
0.29081347212670855, 0.9745686460644827, 0
0.2973061336386249, 0.0045022916169648545, 0
0.14074319806294813, 0.380914028765961, 0
0.28897888237075914, 0.6170583171352118, 0
0.23932542317286654, 0.0784834485065839, 1
0.2428560189127859, 0.85750388214667, 0
0.23657140115174125, 0.49169709118918076, 0
0.6989127755464499, 0.7313105082612595, 2
0.20297664338305885, 0.016194937741750574, 0
0.7980507580865964, 0.21454763116583, 0
0.8075005144620623, 0.6664901978204686, 0
0.3621417771684633, 0.6254444373207106, 0
0.7876212730680252, 0.9085109690796618, 0
0.7267911362252637, 0.9358124378705713, 0
0.27043443296930375, 0.14217059861075354, 0
0.7396411740803605, 0.9043870120746994, 0
0.6910558493225427, 0.07986793956153447, 0
0.2661606848142033, 0.009504067225029321, 0
0.5965673007530626, 0.4509662697056597, 0
0.7909756817348054, 0.2993516997924411, 0
0.29240111903380334, 0.14960499289595047, 0
0.2699337505487577, 0.5469341347601767, 1
0.23269095600007164, 0.9149276886271608, 1
0.7914116145179995, 0.9173023812173806, 0
0.27695729951589954, 0.4274970217408743, 1
0.5725267624911247, 0.0840806398205331, 0
0.306001093631801, 0.1966658492385161, 1
0.30626201749086035, 0.836387085702137, 0
0.6735007374828336, 0.251623981286426, 2
0.2467223108215587, 0.6209624645654909, 0
0.6607909692687416, 0.0729344055362836, 0
0.35513388072913854, 0.7207947758643072, 0
0.29819336730177604, 0.12808086327601223, 0
0.7368861399507833, 0.7413359022941267, 2
0.7460435304537711, 0.7462806069640698, 2
0.7090016474627553, 0.020464507476702098, 2
0.2977435518420028, 0.19220741171934425, 1
0.7948618176544456, 0.1324496486953365, 2
0.6248924136153508, 0.9266013893628717, 0
0.2760996878487083, 0.8610579220194623, 0
0.27733544056440707, 0.7348076325676274, 0
0.747318126863843, 0.6850292009018614, 0
0.728409065983647, 0.55621520820842, 0
0.3912864095354503, 0.6780788661280759, 1
0.16321669535149183, 0.728611851450546, 0
0.7709324312496431, 0.5569298686885767, 0
0.23469816147832565, 0.009734135140147789, 0
0.7879709201348509, 0.6103591649828447, 2
0.574367691411407, 0.05345783726883362, 0
0.6812965732337438, 0.8480380512927567, 2
0.8359749783598506, 0.5511834014995365, 0
0.20308133452624777, 0.4950069878318323, 0
0.7971338083122463, 0.3081953449704807, 0
0.6570607995078146, 0.9804865030964892, 2
0.2362046224193322, 0.3146729268458051, 1
0.3033525129852631, 0.5015759800035701, 0
0.22147839433329713, 0.9141814540121229, 1
0.7691130187476004, 0.6140863620266337, 2
0.6372561198675094, 0.02430552404464215, 2
0.3168646440973707, 0.9171850712201, 1
0.12444811087470428, 0.6637353528444441, 1
0.17180088461411866, 0.9819652133085717, 0
0.2277481091657699, 0.5070793313728886, 0
