@RELATION Handwritten digits

@ATTRIBUTE x0y0 NUMERIC
@ATTRIBUTE x0y1 NUMERIC
@ATTRIBUTE x0y2 NUMERIC
@ATTRIBUTE x0y3 NUMERIC
@ATTRIBUTE x0y4 NUMERIC
@ATTRIBUTE x0y5 NUMERIC
@ATTRIBUTE x0y6 NUMERIC
@ATTRIBUTE x1y0 NUMERIC
@ATTRIBUTE x1y1 NUMERIC
@ATTRIBUTE x1y2 NUMERIC
@ATTRIBUTE x1y3 NUMERIC
@ATTRIBUTE x1y4 NUMERIC
@ATTRIBUTE x1y5 NUMERIC
@ATTRIBUTE x1y6 NUMERIC
@ATTRIBUTE x2y0 NUMERIC
@ATTRIBUTE x2y1 NUMERIC
@ATTRIBUTE x2y2 NUMERIC
@ATTRIBUTE x2y3 NUMERIC
@ATTRIBUTE x2y4 NUMERIC
@ATTRIBUTE x2y5 NUMERIC
@ATTRIBUTE x2y6 NUMERIC
@ATTRIBUTE x3y0 NUMERIC
@ATTRIBUTE x3y1 NUMERIC
@ATTRIBUTE x3y2 NUMERIC
@ATTRIBUTE x3y3 NUMERIC
@ATTRIBUTE x3y4 NUMERIC
@ATTRIBUTE x3y5 NUMERIC
@ATTRIBUTE x3y6 NUMERIC
@ATTRIBUTE x4y0 NUMERIC
@ATTRIBUTE x4y1 NUMERIC
@ATTRIBUTE x4y2 NUMERIC
@ATTRIBUTE x4y3 NUMERIC
@ATTRIBUTE x4y4 NUMERIC
@ATTRIBUTE x4y5 NUMERIC
@ATTRIBUTE x4y6 NUMERIC
@ATTRIBUTE x5y0 NUMERIC
@ATTRIBUTE x5y1 NUMERIC
@ATTRIBUTE x5y2 NUMERIC
@ATTRIBUTE x5y3 NUMERIC
@ATTRIBUTE x5y4 NUMERIC
@ATTRIBUTE x5y5 NUMERIC
@ATTRIBUTE x5y6 NUMERIC
@ATTRIBUTE x6y0 NUMERIC
@ATTRIBUTE x6y1 NUMERIC
@ATTRIBUTE x6y2 NUMERIC
@ATTRIBUTE x6y3 NUMERIC
@ATTRIBUTE x6y4 NUMERIC
@ATTRIBUTE x6y5 NUMERIC
@ATTRIBUTE x6y6 NUMERIC
@ATTRIBUTE class NUMERIC
@DATA
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.011765, 0.321569, 0.490196, 0.501961, 0.423529, 0.000000, 0.000000, 0.003922, 0.462745, 0.525490, 0.168627, 0.000000, 0.000000, 0.000000, 0.000000, 0.003922, 0.486275, 0.290196, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.211765, 0.827451, 0.015686, 0.000000, 0.000000, 0.219608, 0.654902, 0.643137, 0.149020, 0.000000, 0.000000, 0.000000, 0.219608, 0.121569, 0.000000, 0.000000, 0.000000, 0.000000, 5
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.007843, 0.321569, 0.509804, 0.007843, 0.000000, 0.000000, 0.000000, 0.466667, 0.529412, 0.564706, 0.058824, 0.000000, 0.000000, 0.000000, 0.149020, 0.533333, 0.749020, 0.015686, 0.000000, 0.000000, 0.278431, 0.517647, 0.521569, 0.478431, 0.490196, 0.074510, 0.000000, 0.415686, 0.458824, 0.101961, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.105882, 0.098039, 0.000000, 0.000000, 0.000000, 0.141176, 0.494118, 0.443137, 0.117647, 0.000000, 0.000000, 0.149020, 0.447059, 0.000000, 0.000000, 0.000000, 0.000000, 0.262745, 0.364706, 0.576471, 0.000000, 0.000000, 0.000000, 0.000000, 0.027451, 0.211765, 0.054902, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.274510, 0.435294, 0.317647, 0.000000, 0.000000, 0.000000, 0.000000, 0.215686, 0.000000, 0.592157, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.011765, 0.643137, 0.227451, 0.137255, 0.000000, 0.258824, 0.470588, 0.619608, 0.611765, 0.152941, 0.007843, 0.000000, 0.258824, 0.380392, 0.403922, 0.015686, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.039216, 0.501961, 0.850980, 0.784314, 0.258824, 0.000000, 0.000000, 0.031373, 0.211765, 0.062745, 0.749020, 0.439216, 0.000000, 0.000000, 0.000000, 0.231373, 0.745098, 0.478431, 0.011765, 0.000000, 0.000000, 0.219608, 0.772549, 0.117647, 0.270588, 0.407843, 0.015686, 0.000000, 0.164706, 0.839216, 0.870588, 0.584314, 0.341176, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.541176, 0.745098, 0.568627, 0.407843, 0.011765, 0.000000, 0.000000, 0.419608, 0.356863, 0.568627, 0.850980, 0.572549, 0.000000, 0.000000, 0.000000, 0.000000, 0.023529, 0.619608, 0.380392, 0.000000, 0.000000, 0.000000, 0.137255, 0.745098, 0.439216, 0.000000, 0.000000, 0.000000, 0.000000, 0.450980, 0.909804, 0.658824, 0.423529, 0.000000, 0.000000, 0.000000, 0.000000, 0.101961, 0.215686, 0.054902, 0.000000, 2
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.105882, 0.403922, 0.090196, 0.000000, 0.000000, 0.000000, 0.415686, 0.403922, 0.133333, 0.000000, 0.000000, 0.000000, 0.286275, 0.466667, 0.203922, 0.000000, 0.000000, 0.000000, 0.152941, 0.043137, 0.458824, 0.109804, 0.000000, 0.000000, 0.000000, 0.305882, 0.376471, 0.054902, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.282353, 0.501961, 0.203922, 0.000000, 0.000000, 0.125490, 0.188235, 0.423529, 0.250980, 0.062745, 0.000000, 0.000000, 0.654902, 0.345098, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.031373, 0.564706, 0.172549, 0.000000, 0.000000, 0.000000, 0.345098, 0.733333, 0.592157, 0.031373, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.019608, 0.000000, 0.000000, 0.003922, 0.321569, 0.454902, 0.545098, 0.243137, 0.000000, 0.000000, 0.407843, 0.615686, 0.019608, 0.000000, 0.000000, 0.000000, 0.172549, 0.019608, 0.521569, 0.000000, 0.000000, 0.000000, 0.000000, 0.149020, 0.447059, 0.125490, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.149020, 0.533333, 0.635294, 0.400000, 0.000000, 0.000000, 0.000000, 0.266667, 0.070588, 0.227451, 0.600000, 0.000000, 0.000000, 0.000000, 0.000000, 0.066667, 0.709804, 0.086275, 0.000000, 0.000000, 0.000000, 0.000000, 0.576471, 0.129412, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.294118, 0.623529, 0.576471, 0.411765, 0.086275, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.019608, 0.141176, 0.003922, 0.000000, 0.000000, 0.000000, 0.000000, 0.654902, 0.878431, 0.560784, 0.000000, 0.000000, 0.000000, 0.000000, 0.200000, 0.027451, 0.525490, 0.180392, 0.000000, 0.000000, 0.000000, 0.188235, 0.329412, 0.407843, 0.321569, 0.000000, 0.000000, 0.239216, 0.862745, 0.592157, 0.921569, 0.533333, 0.000000, 0.000000, 0.172549, 0.741176, 0.737255, 0.568627, 0.043137, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.003922, 0.203922, 0.423529, 0.141176, 0.000000, 0.000000, 0.000000, 0.345098, 0.623529, 0.133333, 0.000000, 0.000000, 0.000000, 0.000000, 0.337255, 0.258824, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.160784, 0.666667, 0.317647, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.007843, 0.556863, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.247059, 0.000000, 0.000000, 5
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.015686, 0.317647, 0.258824, 0.000000, 0.000000, 0.000000, 0.000000, 0.058824, 0.196078, 0.694118, 0.000000, 0.000000, 0.000000, 0.000000, 0.015686, 0.556863, 0.250980, 0.007843, 0.113725, 0.180392, 0.000000, 0.039216, 0.607843, 0.682353, 0.588235, 0.427451, 0.160784, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.086275, 0.447059, 0.541176, 0.541176, 0.200000, 0.000000, 0.000000, 0.294118, 0.396078, 0.380392, 0.905882, 0.172549, 0.000000, 0.000000, 0.015686, 0.400000, 0.737255, 0.196078, 0.000000, 0.000000, 0.000000, 0.568627, 0.713725, 0.415686, 0.505882, 0.721569, 0.105882, 0.000000, 0.180392, 0.494118, 0.447059, 0.282353, 0.074510, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.294118, 0.482353, 0.521569, 0.231373, 0.000000, 0.000000, 0.000000, 0.729412, 0.564706, 0.513725, 0.815686, 0.043137, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.549020, 0.180392, 0.000000, 0.000000, 0.000000, 0.074510, 0.737255, 0.980392, 0.850980, 0.000000, 0.000000, 0.000000, 0.490196, 0.992157, 0.431373, 0.066667, 0.000000, 0.000000, 0.000000, 0.074510, 0.125490, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.058824, 0.423529, 0.023529, 0.000000, 0.000000, 0.000000, 0.000000, 0.011765, 0.137255, 0.470588, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.003922, 0.627451, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.462745, 0.403922, 0.000000, 0.000000, 0.000000, 0.145098, 0.596078, 0.768627, 0.203922, 0.156863, 0.000000, 0.000000, 0.211765, 0.298039, 0.352941, 0.474510, 0.082353, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.023529, 0.843137, 0.117647, 0.000000, 0.000000, 0.000000, 0.000000, 0.007843, 0.686275, 0.011765, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.439216, 0.298039, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384314, 0.392157, 0.000000, 0.000000, 0.000000, 0.011765, 0.447059, 0.690196, 0.054902, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.015686, 0.482353, 0.713725, 0.156863, 0.000000, 0.000000, 0.000000, 0.231373, 0.749020, 0.035294, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.278431, 0.682353, 0.066667, 0.000000, 0.000000, 0.305882, 0.654902, 0.000000, 0.380392, 0.376471, 0.000000, 0.000000, 0.019608, 0.537255, 0.694118, 0.541176, 0.027451, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.027451, 0.137255, 0.149020, 0.000000, 0.000000, 0.000000, 0.498039, 0.647059, 0.427451, 0.741176, 0.000000, 0.000000, 0.000000, 0.007843, 0.035294, 0.607843, 0.219608, 0.000000, 0.000000, 0.000000, 0.015686, 0.764706, 0.580392, 0.509804, 0.509804, 0.074510, 0.000000, 0.000000, 0.098039, 0.101961, 0.011765, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.050980, 0.070588, 0.000000, 0.000000, 0.086275, 0.431373, 0.486275, 0.454902, 0.152941, 0.000000, 0.007843, 0.717647, 0.298039, 0.000000, 0.000000, 0.000000, 0.000000, 0.223529, 0.027451, 0.639216, 0.070588, 0.000000, 0.000000, 0.000000, 0.125490, 0.533333, 0.258824, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.223529, 0.431373, 0.400000, 0.086275, 0.000000, 0.000000, 0.349020, 0.333333, 0.188235, 0.521569, 0.435294, 0.000000, 0.000000, 0.000000, 0.047059, 0.513725, 0.501961, 0.023529, 0.000000, 0.000000, 0.149020, 0.815686, 0.592157, 0.533333, 0.505882, 0.188235, 0.000000, 0.086275, 0.305882, 0.207843, 0.007843, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.090196, 0.627451, 0.776471, 0.525490, 0.000000, 0.000000, 0.000000, 0.349020, 0.258824, 0.752941, 0.278431, 0.000000, 0.000000, 0.000000, 0.188235, 0.623529, 0.141176, 0.000000, 0.000000, 0.000000, 0.243137, 0.611765, 0.047059, 0.062745, 0.290196, 0.074510, 0.000000, 0.576471, 0.827451, 0.701961, 0.615686, 0.286275, 0.011765, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.305882, 0.403922, 0.419608, 0.011765, 0.000000, 0.000000, 0.000000, 0.368627, 0.258824, 0.800000, 0.270588, 0.000000, 0.000000, 0.000000, 0.156863, 0.666667, 0.564706, 0.015686, 0.000000, 0.000000, 0.294118, 0.831373, 0.478431, 0.478431, 0.615686, 0.215686, 0.000000, 0.105882, 0.501961, 0.403922, 0.239216, 0.027451, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.047059, 0.027451, 0.000000, 0.000000, 0.000000, 0.462745, 0.494118, 0.415686, 0.031373, 0.000000, 0.000000, 0.172549, 0.627451, 0.015686, 0.000000, 0.000000, 0.000000, 0.349020, 0.400000, 0.498039, 0.003922, 0.000000, 0.000000, 0.000000, 0.070588, 0.101961, 0.003922, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.121569, 0.047059, 0.000000, 0.000000, 0.003922, 0.584314, 0.560784, 0.482353, 0.160784, 0.000000, 0.000000, 0.270588, 0.780392, 0.098039, 0.000000, 0.000000, 0.000000, 0.329412, 0.188235, 0.215686, 0.466667, 0.000000, 0.000000, 0.000000, 0.098039, 0.513725, 0.521569, 0.101961, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5
0.000000, 0.000000, 0.000000, 0.000000, 0.031373, 0.109804, 0.000000, 0.000000, 0.000000, 0.000000, 0.188235, 0.360784, 0.517647, 0.000000, 0.000000, 0.000000, 0.000000, 0.203922, 0.031373, 0.454902, 0.000000, 0.000000, 0.282353, 0.407843, 0.000000, 0.235294, 0.266667, 0.000000, 0.000000, 0.439216, 0.156863, 0.250980, 0.513725, 0.000000, 0.000000, 0.000000, 0.298039, 0.454902, 0.360784, 0.031373, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.000000, 0.121569, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.619608, 0.098039, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.254902, 0.431373, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.243137, 0.317647, 0.000000, 0.000000, 0.000000, 0.000000, 0.015686, 0.658824, 0.050980, 0.000000, 0.000000, 0.000000, 0.000000, 0.290196, 0.631373, 0.290196, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.333333, 0.823529, 0.521569, 0.000000, 0.000000, 0.000000, 0.015686, 0.713725, 0.486275, 0.074510, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.137255, 0.592157, 0.121569, 0.000000, 0.000000, 0.000000, 0.141176, 0.000000, 0.400000, 0.349020, 0.000000, 0.000000, 0.000000, 0.490196, 0.694118, 0.647059, 0.050980, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5
0.000000, 0.000000, 0.000000, 0.039216, 0.066667, 0.000000, 0.000000, 0.000000, 0.000000, 0.498039, 0.760784, 0.960784, 0.149020, 0.000000, 0.000000, 0.000000, 0.007843, 0.474510, 0.760784, 0.003922, 0.000000, 0.000000, 0.074510, 0.686275, 0.529412, 0.058824, 0.000000, 0.000000, 0.000000, 0.556863, 0.890196, 0.400000, 0.454902, 0.552941, 0.129412, 0.000000, 0.243137, 0.556863, 0.458824, 0.352941, 0.090196, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.070588, 0.243137, 0.117647, 0.000000, 0.000000, 0.000000, 0.286275, 0.631373, 0.831373, 0.847059, 0.000000, 0.000000, 0.000000, 0.000000, 0.388235, 0.647059, 0.141176, 0.000000, 0.000000, 0.000000, 0.352941, 0.788235, 0.525490, 0.666667, 0.694118, 0.254902, 0.000000, 0.082353, 0.274510, 0.168627, 0.047059, 0.003922, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.000000, 0.243137, 0.211765, 0.000000, 0.000000, 0.000000, 0.000000, 0.003922, 0.862745, 0.392157, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.462745, 0.309804, 0.000000, 0.000000, 0.000000, 0.015686, 0.015686, 0.556863, 0.054902, 0.231373, 0.000000, 0.000000, 0.631373, 0.913725, 0.603922, 0.282353, 0.494118, 0.000000, 0.000000, 0.000000, 0.023529, 0.400000, 0.423529, 0.039216, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.015686, 0.019608, 0.000000, 0.000000, 0.015686, 0.262745, 0.435294, 0.501961, 0.200000, 0.000000, 0.000000, 0.537255, 0.239216, 0.000000, 0.000000, 0.000000, 0.000000, 0.180392, 0.105882, 0.513725, 0.125490, 0.000000, 0.000000, 0.000000, 0.149020, 0.482353, 0.309804, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5
