9.024547692881779160e-02,1.971720849876249515e-01
7.702299560766515674e-01,5.425699119831074446e-01
9.427703859143611309e-01,6.861858146040415996e-01
4.673571094322781505e-02,1.778979568563605618e-01
3.406148683385112896e-01,9.839881111496269206e-01
5.237467736981868960e-01,9.364886291142072716e-01
9.111760500957666320e-02,3.075009191527698915e-01
4.911990009788422817e-01,7.837561030408476404e-01
1.621735905559399393e-01,3.651041261613995337e-01
5.613074850605737076e-02,8.305851555805620068e-01
4.897464034245812003e-01,8.662468288255953386e-01
3.763810937511836707e-01,2.200269703423197720e-01
1.999803756039038038e-01,2.535837547906709677e-01
8.451839371226601560e-01,4.058351037626012348e-01
7.061166848661326600e-02,8.484177352148897233e-01
6.225228154366304612e-01,1.724143633003142329e-01
8.753458598691012948e-01,4.385084107018691890e-01
3.692649153643723370e-01,2.933160079814158827e-01
9.995561416055942505e-01,9.736729512824158217e-01
2.328795424475715858e-02,6.846071867724973226e-01
2.839169958927929560e-01,4.902342778150098335e-01
9.804770249576437724e-01,3.613532252022999547e-01
2.789751590180681307e-01,5.551761887930781736e-01
1.599969344183360676e-01,4.739168401756846949e-01
3.424169537123211704e-01,4.978098016384986391e-01
2.046862106566076367e-01,5.719157586322265452e-02
8.477096467487127418e-01,5.266557697810633210e-01
6.449153141568674252e-01,2.486519218045201152e-01
6.281474377315591218e-01,7.209512824973123291e-01
1.122682237734647925e-01,1.133086608281718144e-01
3.386439636202746017e-01,4.944420826378007616e-01
4.413058778286406136e-01,1.737597171054946488e-01
4.277188366047500745e-01,2.038478129187554222e-01
7.343870500980731464e-02,2.233766897965798748e-01
2.424750013337176879e-01,4.563105740396957710e-01
5.359873726284262174e-01,3.714901785817107394e-01
8.371613586942511231e-01,5.053141292820908514e-01
6.686154563150742414e-01,9.647640923960149051e-01
9.999155310102952887e-01,8.576069018415632961e-01
2.097367858206086177e-01,6.272567754301807685e-01
5.805932743056211320e-01,2.664822896705489885e-01
6.580654443425284494e-01,2.911463760909559495e-01
5.275272043592834637e-01,5.287677866437450191e-01
7.072013495228474111e-01,7.204708376060164898e-02
7.701852959765478346e-01,7.063063308096039217e-01
6.479642635184131860e-01,8.554035852505478266e-01
9.366006202526981905e-01,7.471130035604598429e-01
8.660998935249697439e-01,2.061741085027621878e-01
2.623368778320361860e-01,1.312535891504218455e-02
9.941726619069448656e-01,6.587581386325846999e-02
